title;type;start;end;row;tooltip;class
<strong>Claude Monet</strong> Impression soleil levant</em>;event;1872;;row22;<img src='https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTa_xgiDFF6jUzztxYR1Rd0qMuT4L5h5xXKpA&s' width='160'>;transp bulle full
Postimpressionnisme;period;1880;1910;row22 / span 2;1880 => 1910;postimpressionnisme
Pointillisme;period;1884;1900;row21;1884 => 1900</br>France, Belgique</br><strong>George Seurat, Paul Signac, Camille Pissaro, Maximilien Luce, Théo va Rysselberghe;pointillisme rec13
Deux expositions de cette nouvelle touche;event;1886;;row20;Une critique emploie pour la première fois le terme pointillisme;bulle full
Fauvisme;period;1903;1910;row21;1903 => 1910</br>Europe</br>Couleurs et lumières > dessin;fauvisme rec13
;;;;;;
<strong>Vitruve</strong></br><em>De architectura</em>;event;-15;;row7;Traité à l'origine du rationalisme : l'architecture est une science qui peut être appréhendée rationnellement;vitruve bulle full
Renaissance;period;1400;1700;row7 / span 4;1400 => 1700</br>On arrête avec le médiéval et on s'inspire de l'art de l'antiquité gréco-romaine, plus seulement art religieux, entrée dans la sphère privée.</br>Et on fait plein de découvertes scientifiques et techniques.</br>Séparation art / technique : art / artisanats;renaissance full
Traités architecturaux;period;1400;1700;row7;1400 => 1700</br>Écrits pendant la Renaissance, ils annoncent les prémices du rationnalisme architectural;rationalisme rec13
Renaissance nordique;period;1430;1580;row6;1430 => 1580</br>Pays-Bas, Flandre, Hollande, Allemagne</br>Influence de l'humanisme</br><img src='https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Hans_Holbein_the_Younger_-_The_Ambassadors_-_Google_Art_Project.jpg/116px-Hans_Holbein_the_Younger_-_The_Ambassadors_-_Google_Art_Project.jpg' width='160'></br>Hans Holbein Le Jeune, The Ambassadors, 1533;rennordique rec13
<strong>Jérôme Bosch</strong> <em>Le jardin des délices</em>;event;1500;;row6;<img src='https://fr.muzeo.com/sites/default/files/styles/image_oeuvre_slider/public/oeuvres/peinture/renaissance/le_jardin_des_deelices_panneau137619.jpg?itok=8KaylQY4' width='160'>;transp bulle full
Quattrocento;period;1400;1500;row4;"1400 => 1500</br>Italie</br>De ""millequattrocento""</br><img src='https://i.pinimg.com/736x/6c/c1/b3/6cc1b349a342126fc17b097d0a883aa4--italian-renaissance-renaissance-art.jpg' width='160'>";quattrocento rec13
Arrivée massive de scientifiques, artistes, intellectuels en Europe;event;1400;;row9 / span 2;En provenance de l'Empire byzantin;bulle full
"<strong>Brunelesci</strong></br><mark class=""technique"">Perspective</mark>";event;1409;;row4;<img src='https://nelson-atkins.org/gates/images/Brunelleschi.jpg' width='160'>;transp full bulle
"<strong>Jan Van Eyck</strong></br><em>Les Époux Arnolfini</em></br><mark class=""technique"">Peinture à l'huile</mark>";event;1434;;row6 / span 2;La peinture à l'huile vient remplacer la peinture aux blancs d'œufs</br><img src='https://www.museumtv.art/wp-content/uploads/2019/03/EPOUX1.jpg' width='160'>;transp bulle trois
"<strong>Piero Della Francesca</strong></br><mark class=""technique"">Perspective</mark>";event;1473;;row5 / span 2;<img src='https://www.artchive.com/wp-content/uploads/2023/04/The-Flagellation-Piero-della-Francesca-c.-1469-4-150x150.jpg' width='160'></br>La flagellation du Christ, 1460;transp trois bulle
<strong>Léonard de Vinci</strong></br><em>La Joconde</em>;event;1503;;row4;<img src='https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Leonardo_di_ser_Piero_da_Vinci_-_Portrait_de_Mona_Lisa_(dite_La_Joconde)_-_Louvre_779.jpg/122px-Leonardo_di_ser_Piero_da_Vinci_-_Portrait_de_Mona_Lisa_(dite_La_Joconde)_-_Louvre_779.jpg' width='160'>;transp full
<strong>Michel-Ange</strong> <em>La création d'Adam</em>;event;1512;;row4;<img src='https://bohemegalante.com/wp-content/uploads/2020/08/michel-ange-crecc81ation-dadam.jpg?w=150' width='160'>;transp bulle full
"<mark class=""technique"">Perspective</mark> <strong>Alberti</strong></br><em>Traité de la pictura</em>";event;1540;;row4;;transp full
<strong>Galilée</strong> meurt;event;1642;;row4;Fondateur de la physique, astronomie moderne</br>Il a amélioré la lunette astronomique</br>Il se heurte à Aristote et l'Église;transp bulle full
Blaise Pascal meurt;event;1662;;row4;Probabilités, philosophie religieuse</br>Entre le pessimisme de Saint Augustin et le Scepticisme de Montaigne;transp bulle full
;;;;;;
Art de l'Égypte antique;period;-3800;-500;row8;-3800 => ?</br><img src='https://i.pinimg.com/200x150/2a/ef/49/2aef493bb16679bd4f0f04ab8edcb987.jpg' width='160'>;egypte ouvert
Baroque;period;1550;1750;row19;1550 => 1750</br>Commence en Italie (Rome, Mantoue, Venise, Florence);baroque
<strong>John Nef</strong>;period;1849;1852;row13;1849 => 1852</br>Naissance de la civilisation industrielle;nef
Style néo-roman;period;1850;1900;row8;1850 => 1900</br>Architecture;neoroman
<strong>Pattrick Geddes</strong>;period;1900;1920;row12;1900 => 1920</br>Premiers ouvrages théorie sociologique de l'urbanisme, apôtre de la cité-jardin;geddes
Deutscher Werkbund;period;1907;1933;row15;1907 => 1933</br>24 membres, <strong>Hermann Muthesius, Henry Van de Velde, Walter Gropius</strong></br>Association d'industriels et d'artistes allemands : inspirés par Morris, réfléchir à des relations plus qualitatives entre production et produit et aux relations sociales, ils sélectionnent les meilleures réalisations, ils font de la propagande MAIS ils accueillent l'évolution des techniques industrielles;werkbund
Art Concret;period;1930;1960;row1;1930 => ?</br>Mouvement artistique de tendance abstraite (même si ses représentants réfutent l'usage de ce terme);concret ouvert
Street Art;period;1960;2025;row22;1960 => ?;streetart ouvert
Hyperréalisme;period;1960;2025;row19;1960 => à nos jours;hyperrealisme
Art Conceptuel;period;1960;2025;row18;1960 => ?;conceptuel ouvert
Op Art;period;1960;2025;row17;1960 => ?;opart ouvert
Art Vidéo;period;1960;2025;row11;1960 => ?;video ouvert
Art brut;period;1945;1953;row22;1945 => ?</br>Jean Dubuffet emploie pour la première fois l'expression pour qualifier les productions venant de personnes n'ayant pas de culture artistique mais on s'intéresse déjà à l'art des fous depuis 1900;brut ouvert
;;;;;;
New Brutalism;period;1957;1980;row12;<strong>New brutalism</strong></br>1957 => années 1970</br>Répétition de motifs comme les fenêtres, pas d'ornements, béton brut;brutalism
<strong>Alison et Peter Smithson</strong> fondent le new brutalism;event;1957;;row12 / span 2;;trois transp
;;;;;;
Cubisme;period;1900;1915;row11 / span 2;1900 => 1915</br>Surtout en région parisienne</br><strong>Pablo Picasso, George Braques, Auguste Herbin, Juan Gris, Robert et Sonia Delaunay</strong>;cubisme
Tubisme;period;1909;1919;row10;1909 => 1919</br><strong>Fernand Léger</strong>;tubisme rec13
;;;;;;
Art Nouveau;period;1890;1914;row14;1890 => 1914</br>France et Belgique</br>Lignes courbes et motifs floraux, inspiration de la nature;artsdeco
<strong>Henri Van de Velde</strong>;event;1897;;row14;Du design et du mobilier moderne. Il aime les arts et crafts, l'industrie.</br>Il est pour un style rationnel et fonctionnel</br>Son engagement dans les arts appliqués influence</br>1 Weimar avec Gropius</br>2 Gestaltum, Ulm</br>La Cambre, Bruxelles;transp bulle
<strong>Émile Gallé</strong> Fondation de l'école de Nancy;event;1901;;row14;Style Gallé</br>Promouvoir l'artisanat d'art régional et s'impose rapidement comme creuset d'art nouveau</br><img src='https://cdn-s-www.vosgesmatin.fr/images/F12F0A15-4311-4F72-B99B-2C5AEEDDC4EE/NW_raw/emile-galle-vase-passiflore-1900-musee-de-l-ecole-de-nancy-photo-philippe-caron-1621344836.jpg' width='160'>;transp bulle full
Préraphaélisme;period;1848;1855;row16;"1848 => 1855</br>Né en Angleterre</br><strong>John Everett Millais, William Holman Hunt, Dante Gabriel Rossetti, James Collinson, Thomas Woolner, William Michael Rossetti, Frederic George Stephens, Walter Deverell, Arthur Hughes, Charles Allston Collins</strong></br>Réinspiration par les peintres italiens des années 1400 jusqu'à Raphaël ""ce gros nul"", œuvres morales, pour compenser la perte de morale depuis la Révolution industrielle (soutenu par <strong>John Ruksin</strong>)";preraphaelisme
École de Barbizon;period;1820;1875;row15;1820 => 1875</br>À Barbizon</br>Peintres plein air, forêt de Fontainebleau;barbizon
Japonisme;period;1860;1900;row18;1860 => 1900</br>Influence de l'art japonais sur les artistes et écrivains;japonisme
Arts and crafts;period;1860;1910;row17;1860 => 1910</br>Angleterre</br><strong>William Morris</strong> inspiré par <strong>John Ruskin</strong></br>Architecture, arts décoratifs, peinture, sculpture</br>Le travail doit fournir au travailleur de la satisfaction + questionne la qualité des premiers objets industriels / parallèle à l'art nouveau en France;artsdeco
<strong>William Morris</strong></br><em>Les arts mineurs</em>;event;1885;;row17;L'art est nécessairement utile (au pire il satisfait l'esprit, il distrait);bulle transp full
<strong>Charles Robert Ashbee</strong> Guild and school of Handicraft;event;1888;;row17;Londres</br>Il fonde la guilde</br>Post arts and crafts, accueille la machine au lieu de la rejeter;transp bulle full
Naturalisme;period;1863;1920;row16;1863 => 1920</br>Proche du réalisme, en opposition avec le romantisme, réalisme appliqué à la peinture : pas de fioritures;artsdeco
Arts Décoratifs;period;1910;1940;row17;1910 => 1940</br>Mouvement international caractérisé par des formes géométriques et des lignes tendues;artsdeco
;;;;;;
<strong>Griaule</strong>;period;1928;1929;row22;En Ethiopie;ethno
<strong>Lebaudy - Griaule</strong>;period;1931;1933;row22;1931 => 1933</br> Dakar - Djibouti;ethno
<strong>Lebaudy - Marcel Griaule</strong>;period;1935;1939;row22;1935 => 1939</br>Nouvelles expéditions;ethno
;;;;;;
Rationalisme architectural;period;1700;1886;row7 / span 3;1700 => ?;rationalisme ouvert full
<strong>Francesco Algarotti</strong></br><em>Saggio sopra l'architettura</em>;event;1756;;row5;(1712-1764)</br>Traité sur l'architecture, sur <strong>Carlo Lodoli</strong> à contre-courant du rococo et du néoclassicisme, il pense que l'architecture doit montrer ses propriétés organiques et celles des matériaux;transp bulle full
"<mark class=""expo"">1ère exposition industrielle</mark>";event;1798;;row5;Paris, Champ de Mars</br>Cérémonie révolutionnaire annuelle</br>Encourager l'industrie + compétition avec l'Angleterre;transp bulle full
"<mark class=""expo"">2e exposition industrielle</mark>";event;1801;;row5;Paris, palais national (Louvre)</br>On fête la République;transp bulle full
"<mark class=""expo"">3e exposition industrielle</mark>";event;1802;;row5;Paris, Louvre</br>On fête la République;transp bulle full
"<mark class=""expo"">Exposition industrielle</mark> à Gand";event;1803;;row5;Première exposition industrielle en province;transp bulle full
"<mark class=""expo"">4e exposition industrielle</mark>";event;1806;;row5;Paris, Invalides</br>Grande ampleur + focus sur des objets commercialisés et bon-marché + on ne célèbre plus la République mais les hauts faits d'armes de la France;transp bulle full
"<mark class=""expo"">Exposition industrielle</mark> à Stuttgart";event;1816;;row5;Stuttgart, dans le Wurtemberg (États allemands confédérés)</br>Première exposition industrielle à l'étranger;transp bulle full
"<mark class=""expo"">5e exposition industrielle</mark>";event;1819;;row5;Paris, Louvre;transp bulle full
"<mark class=""expo"">Expositions industrielles</mark> en province";event;1820;;row5;Essor des expositions universelles en province française dans les années 1820;transp bulle full
"<mark class=""expo"">6e exposition industrielle</mark>";event;1827;;row5;Paris, Louvre;transp bulle full
"<mark class=""expo"">7e exposition industrielle</mark>";event;1834;;row5;Paris, bâtiments provisoires à Concorde;transp bulle full
"<mark class=""expo"">8e exposition industrielle</mark>";event;1839;;row5;Paris;transp bulle full
"<mark class=""expo"">9e exposition industrielle</mark>";event;1844;;row5;Paris;transp bulle full
"<mark class=""expo"">Exposition industrielle</mark> Belgique";event;1847;;row5;+ section produits agricoles + médaille pour les ouvriers;transp bulle full
"<mark class=""expo"">10e exposition industrielle</mark>";event;1849;;row5;Paris</br>+ produits agricoles + la colonie algérienne expose aussi;transp bulle full
<strong>Sir Henry Cole</strong></br><em>Journal of Design and Manufacture</em>;event;1849;;row7 / span 2;Titre de revue</br>Considéré comme le premier usage du terme design pour qualifier une nouvelle discipline;transp bulle trois
"<mark class=""expo"">1ère exposition universelle</mark>";event;1851;;row5;Londres, Crystal Palace (dessiné par <strong>Joseph Paxton</strong>)</br>Alors que beaucoup de pays avaient commencé les expositions industrielles, celle-ci est la première pour Londres</br>Le <strong>comte Laborde</strong> écrit un rapport dessus</br><strong>Henry Cole</strong> organise l'exposition, il est rédacteur du <em>journal of design and manufactures</em>. À sa mort ses notes sont publiées <em>Fifty years of public work</em></br>Ils veulent réconcilier art et industrie;transp bulle full
"<mark class=""expo"">2e exposition universelle</mark>";event;1855;;row5;Paris, Palais de l'industrie</br>+section Beaux-Arts + section économie domestique;transp bulle full
"<mark class=""expo"">3e exposition universelle</mark>";event;1862;;row5;Londres</br>+ section pédagogie + exposition d'objets d'art prêtés (influencé par Manchester);transp bulle full
<strong>Viollet-le-Duc</strong></br><em>Entretiens sur l'architecture</em>;event;1863;;row6 / span 2;Néogothique</br>Invente la notion de rationalisme constructif</br>Pose les bases de ce qui sera le fonctionnalisme, il dépasse Cole et Laborde car il renonce à la réconciliation art - industrie et aussi l'artisanat représentatif des vraies valeurs humaines;transp bulle trois
"<mark class=""expo"">4e exposition universelle</mark>";event;1867;;row6;Paris</br>L'empereur cherche à se mettre les ouvriers dans la poche, maison hygiéniste;transp bulle full
<strong>Henri Labrouste</strong>;period;1801;1875;row7;1801 => 1875</br>Centre de formation rationaliste, il saisit l'importance du fer en architecture;rec13 labrouste
Expressionnisme;period;1905;1930;row8;1905 => 1930</br>Allemagne, Europe du nord</br><strong>Munch</strong></br>Peinture, architecture, littérature, théâtre, cinéma, musique, danse</br>Essor de l'expérience personnelle, intensité dramatique des couleurs, mots, mouvements;expressionnisme
Die Brücke;event;1905;;row9;Formation du groupe Die Brücke;
"Premier emploi du terme ""expressionnisme""";event;1908;;row8;Par le critique d'art <strong>Wilhelm Worringer</strong>;transp bulle full
Der Blaue Reiter;event;1911;;row8;Formation du groupe (le cavalier bleu);transp
Nouvelle objectivité;period;1918;1933;row9 / span 2;1918 => 1933</br>Allemagne</br>Succède à l'expressionnisme;nouvelleobj
<strong>Walter Gropius</strong>;period;1919;1926;row7;1919 => 1926</br>Style international, rationnalisme, fonctionnalisme, standardisation, synthèse de tous les arts;bauhau rec13
Bauhaus;period;1926;1928;row7;1919 => 1933</br><strong>Vassily Kandinsky</strong></br>Inspiration guilde moyen âgeuse + œuvre d'art totale;bauha rec13
<strong>Hannes Meyer</strong>;period;1928;1930;row7;1928 => 1930</br>Marxiste, viré pour cette raison, son influence a longtemps été niée;bauhau rec13
<strong>Ludwig Mies Van der Rohe</strong>;period;1930;1933;row7;1930 => 1933</br>Style prussien et style moderne, part aux États-Unis et pose les bases des gratte-ciels;bauhau rec13
;period;1919;1933;row7 / span 2;;bauhaus full
Déménagement;event;1925;;row7;De Weimar à Dessau;transp bulle
Neues Bauen;period;1910;1930;row6;1910 => 1930</br>Architecture;neuesbauen rec13
<strong>Ernst May</strong> plan d'urbanisme de Francfort;event;1920;;row6;Logements de masse, fonctionnaliste et staliniste;transp full
Fonctionnalisme géométrique;period;1867;1949;row6 / span 3;? => ?</br>Retour à la simplicité révélée par la machine, les formes modernes et fonctionnelles doivent refléter la vérité et créer au-delà des identités stylistiques;geometrique ouvert full
"<mark class=""expo"">10e exposition universelle";event;1889;;row6;Paris</br>Impressionnisme, tour Eiffel, triomphe de la machine centenaire de la Révolution française;transp bulle full
<strong>Louis Henri Sullivan</strong> commence les gratte ciels à cette époque;event;1890;;row6 / span 2;"Architecte américain spécialiste du béton armé, papa des gratte-ciels, fonctionnaliste</br>En 1896 dans son article ""Le gratte-ciel de bureaux considéré dans une perspective artistique"" il écrit son célèbre : ""form follows function""";transp bulle trois
<strong>Hendrik Petrus Berlage</strong> <em>La bourse d'Amsterdam</em>;event;1903;;row6 / span 2;Architecture style rationnel, plans géométriques, pas d'ornementation</br><img src='https://www.vanupied.com/wp-content/uploads/amsterdam-bourse-berlage-carte-postale.jpeg' width='160'>;transp bulle trois
<strong>Paul Souriau</strong></br><em>La beauté rationnelle</em;event;1904;;row5;Esthéticien;transp bulle full
<strong>Dr Cazalis</strong> <em>Les habitations à bon marché et un art nouveau pour le peuple</em>;event;1904;;row7 / span 2;Parallèle entre décoration épurée et hygiène domestique;transp bulle
Design global;event;1907;;row6;Début du mode de conception totale en design industriel;transp bulle full
<strong>Adolf Loos</strong></br><em>Ornement et crime</em>;event;1908;;row6;Raciste et très très très fan de la modernité;transp bulle full
<strong>Adolf Loos</strong> <em>La suppression des meubles</em>;event;1924;;row5;;transp full
<strong>Le Corbusier</strong> <em>Le lait de chaux : la loi du Ripolin</em>;event;1925;;row5;Dans <em>L'art décoratif aujourd'hui</em>;transp bulle full
Cuisine de Francfort, <strong>Margarete Schûtte-Lihotzky</strong>;event;1926;;row5;;transp full
"<strong>Philip Johnson</strong> <mark class=""expo"">Machine Art</mark>";event;1934;;row5;(1906-2005), architecte, figure du style international</br>MoMA, New York</br><strong>Alfred Barr</strong>, directeur du musée</br>Exposition d'objets, ustensiles industriels, scientifiques, utilitaires, domestiques, beauté des fonctionnements, précision de l'usinage, monomatériaux, peu de plastique.</br>S'oppose au streamline considéré comme une esthétique vide et qui oublie les fonctionnements.;bulle transp full
<strong>Lewis Mumford</strong></br><em>Technics and civilization</em>;event;1934;;row7 / span 2;Historien fonctionnaliste assumé;transp bulle trois
<strong>Nikolaus Bernhard Léon Pevsner</strong> <em>Pioneers of Modern Movement</em>;event;1936;;row7 / span 2;Un père de l'histoire du design</br>Il étudie la mécanisation dans l'architecture, il est très centré fonctionnalisme;transp bulle trois
<strong>Lewis Mumford</strong></br><em>The culture of the cities</em>;event;1938;;row6;;transp full
<strong>Sigfried Giedion</strong></br><em>Space, time and Architecture</em>;event;1941;;row6 / span 2;Architecte théoricien, historien, fonctionnaliste assumé;transp bulle trois
<strong>Sigfried Giedion</strong></br><em>Mechanization takes command</em>;event;1948;;row5;<em>Mechanization takes command : Contribution à l'histoire anonyme</em> (mysogine);transp bulle full
Futurisme;period;1909;1920;row5;1909 => 1920</br>Aime la vitesse, les machines, la civilisation urbaine;futurisme rec13
<strong>Marinetti</strong> Manifeste des peintres futuristes;event;1909;;row6;;transp full
Néo-académique;period;1900;1946;row4;"1900 => 1930 au moins</br>""Form follows function"" ?</br>Les néo-académiques répandent une vision de simplicité d'abstraction soit-disant permanente";neoacademique rec13
<strong>Herbert Read</strong> <em>Art et industrie</em>;event;1945;;row4;"""la machine a rejeté l'ornement""";transp bulle full
Fonctionnalisme organique;period;1908;1956;row2;1908 => ?;organique ouvert
<strong>Franck Lloyd Wright</strong> publie des critères d'architecture organique;event;1908;;row1 / span 2;La liste est dans Francastel p.60-61</br>Chef de file d'une nouvelle architecture; bulle
"Concours ""Organic design""";event;1940;;row2;<strong>Charles Eames et Eero Saarinen</strong> (Cranbrook college) remportent 2/8 sections du concours;transp bulle full
"""Organic design in Home furnishing""";event;1941;;row2;Exposition organisée par la villa Noyes;transp bulle full
<strong>Bruno Zevi</strong> <em>Verso un architettura organica</em>;event;1945;;row2;Turin</br>Il a vécu aux États-Unis pendant la guerre</br>Il est contre Le Corbusier et Gropius;transp bulle full
<strong>Bruno Zevi</strong> <em>Saper vedere l'architettura</em>;event;1948;;row2;Rome</br>Théorique;transp bulle full
<strong>Franck Lloyd Wright</strong> deux ouvrages qui expriment sa doctrine;event;1949;;row2;<em>Genius and the Mobocracy</br>An Organic Architecture : the architecture of Democracy</em></br>Il est anti-rationaliste, contre Le Corbusier et Gropius;transp bulle full
<strong>Bruno Zevi</strong> <em>Storia dell'architettura moderna</em>;event;1950;;row2;Turin</br>approche historique depuis le début du XIXe</br>Impressionnante biblio;transp bulle full
<strong>Lewis Mumford</strong></br><em>Roots of contemporary american architecture</em>;event;1952;;row2 / span 2;Fonctionnalisme organique;transp trois
<strong>G. Combet</strong> <em>Esthétique et Economie</em>;event;1954;;row2;"Directeur du gaz de France</br>En faveur d'un style ""organique"" au plus près de la vie biologique";combet bulle full
École d'Ulm;period;1953;1968;row5;1953 => 1968</br>Héritière du Bauhaus, prône un design adapté aux besoins de l'individu et non au service de la société de consommation;ulm
;;;;;;
Streamline;period;1929;1954;row11;1929 => 1954</br><strong>Raymond Loewy, Norman Bel Geddes</strong></br>Mouvement né aux États-Unis : objet aux lignes fluides et aérodynamiques, évocatrices de mouvement et progrès;streamline
<strong>Raymond Loewy</strong> Crée son entreprise;event;1930;;row11;États-Unis</br>Entreprise de design industriel;transp bulle full
<strong>Raymond Loewy</strong> Locomotive PRR S-1;event;1939;;row11;;transp full
<strong>Raymond Loewy</strong></br><em>La laideur se vend mal</em>;event;1952;;row11;;rec13 transp full
CIAM;period;1928;1959;row10;1928 => 1959</br>28 architectes membres, <strong>Le Corbusier, Sigfried Giedion, Ernst May</strong></br>Congrès International d'Architecture Moderne;ciam
Team X (ten);period;1960;1968;row10;1960 => ?</br>Nouveaux congrès d'architecture Moderne détachés de la charte d'Athène;teamten ouvert
Charte d'Athène;event;1933;;row10;Décidée suite à un congrès : les grands principes de l'architecture moderne;bulle transp full
;;;;;;
Art abstrait;period;1910;1945;row20 / span 3;1910 => 1945;abstrait full
<strong>Vassily Kandinsky</strong> 1er tableau abstrait;event;1910;;row20;Sans titre, aquarelle</br><img src='https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Untitled_%28First_Abstract_Watercolor%29_by_Wassily_Kandinsky.jpg/1200px-Untitled_%28First_Abstract_Watercolor%29_by_Wassily_Kandinsky.jpg' width='160'>;bulle full
Suprématisme;period;1915;1918;row20 / span 2;1915 => 1918</br>Russie</br><strong>Kasimir Malévitch</strong></br>Abstraction absolue;suprematisme rec13
<strong>Kasimir Malévitch</strong> 39 tableaux;event;1915;;row19 / span 2;Pétrograd</br>Dernière exposition futuriste</br>Malévitch présente 39 tableaux suprématistes;bulle transp
Constructivisme architectural soviétique;period;1920;1932;row20;constructivisme;constructivisme rec13
De Stijl, néoplasticisme;period;1917;1932;row18;1917 => 1932</br>Pays-Bas</br><strong>Theo van Doesburg, Piet Mondrian</strong>Peinture, architecture, sculpture, poésie</br>Esthétique abstraite à partir de lignes et de couleurs primaires;destijl rec13
Expressionnisme abstrait;period;1945;1970;row20;1945 => 1970</br>États-Unis</br>Jackson Pollock, M. Rothko</br>Place au hasard;exprabstrait
